
Time taken: 0.00223 s


saleid | itemid | customerid | storeid | time | qty | pricerange
948 | 81 | 25 | 78 | 67 | 30 | expensive
922 | 124 | 74 | 79 | 96 | 48 | outrageous
111 | 118 | 56 | 89 | 79 | 4 | outrageous
326 | 91 | 2 | 95 | 67 | 5 | outrageous
587 | 116 | 105 | 55 | 22 | 24 | expensive
136 | 80 | 2 | 61 | 67 | 42 | outrageous
221 | 79 | 2 | 92 | 100 | 25 | outrageous
85 | 112 | 166 | 53 | 67 | 41 | supercheap
102 | 80 | 85 | 78 | 67 | 21 | outrageous
962 | 101 | 2 | 54 | 67 | 14 | supercheap
902 | 116 | 2 | 65 | 67 | 6 | outrageous
277 | 88 | 2 | 67 | 63 | 17 | outrageous
857 | 86 | 2 | 46 | 67 | 1 | outrageous
573 | 101 | 169 | 86 | 69 | 26 | expensive
143 | 110 | 2 | 1 | 67 | 33 | cheap
1 | 117 | 71 | 24 | 67 | 6 | outrageous
475 | 64 | 2 | 60 | 49 | 25 | outrageous
598 | 81 | 59 | 44 | 67 | 11 | outrageous
476 | 86 | 2 | 11 | 67 | 14 | outrageous
528 | 69 | 2 | 26 | 55 | 24 | outrageous
621 | 102 | 2 | 70 | 61 | 44 | cheap
132 | 97 | 2 | 97 | 48 | 5 | outrageous
361 | 88 | 141 | 92 | 67 | 13 | expensive
291 | 105 | 102 | 97 | 71 | 32 | supercheap
274 | 105 | 43 | 54 | 67 | 2 | cheap
405 | 122 | 76 | 26 | 80 | 37 | outrageous
459 | 129 | 117 | 42 | 87 | 28 | outrageous
348 | 95 | 2 | 77 | 67 | 2 | outrageous
123 | 95 | 19 | 87 | 67 | 49 | outrageous
381 | 66 | 185 | 9 | 67 | 11 | outrageous
789 | 86 | 2 | 92 | 67 | 25 | outrageous
727 | 114 | 2 | 49 | 27 | 18 | outrageous
372 | 104 | 21 | 63 | 67 | 40 | outrageous
335 | 108 | 47 | 79 | 67 | 26 | outrageous
318 | 87 | 161 | 27 | 67 | 17 | outrageous
287 | 66 | 146 | 8 | 51 | 22 | cheap
447 | 106 | 2 | 48 | 67 | 45 | outrageous
235 | 100 | 161 | 82 | 67 | 22 | outrageous
812 | 111 | 2 | 13 | 67 | 29 | outrageous
388 | 108 | 116 | 8 | 67 | 27 | outrageous
275 | 102 | 2 | 29 | 67 | 32 | outrageous
485 | 99 | 2 | 67 | 67 | 2 | outrageous
998 | 81 | 85 | 91 | 51 | 14 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous
386 | 115 | 2 | 64 | 46 | 22 | outrageous
311 | 109 | 130 | 52 | 67 | 34 | expensive
397 | 108 | 2 | 65 | 67 | 32 | cheap
489 | 114 | 2 | 72 | 67 | 38 | outrageous
615 | 34 | 179 | 45 | 84 | 15 | outrageous
509 | 134 | 183 | 69 | 49 | 11 | outrageous
504 | 95 | 59 | 93 | 67 | 34 | outrageous
101 | 105 | 2 | 9 | 74 | 28 | expensive
93 | 77 | 167 | 31 | 58 | 31 | moderate
794 | 137 | 2 | 76 | 67 | 27 | outrageous
981 | 101 | 59 | 54 | 67 | 48 | supercheap
2 | 116 | 2 | 21 | 67 | 36 | outrageous
724 | 116 | 130 | 92 | 14 | 22 | expensive
395 | 180 | 146 | 59 | 99 | 6 | outrageous
823 | 87 | 59 | 82 | 54 | 15 | outrageous
947 | 102 | 26 | 44 | 30 | 1 | outrageous
892 | 125 | 25 | 15 | 67 | 5 | moderate
403 | 81 | 75 | 28 | 67 | 37 | outrageous
441 | 139 | 10 | 7 | 67 | 22 | outrageous
912 | 108 | 2 | 16 | 66 | 12 | supercheap
924 | 115 | 102 | 95 | 67 | 12 | expensive
679 | 103 | 2 | 33 | 67 | 21 | outrageous
294 | 105 | 2 | 12 | 67 | 36 | moderate
212 | 103 | 2 | 39 | 67 | 49 | outrageous
364 | 107 | 21 | 10 | 67 | 37 | outrageous
767 | 109 | 42 | 57 | 37 | 17 | supercheap
748 | 102 | 29 | 17 | 67 | 13 | moderate
776 | 121 | 2 | 19 | 67 | 17 | expensive
144 | 119 | 59 | 67 | 18 | 23 | outrageous
110 | 87 | 2 | 12 | 67 | 50 | supercheap
336 | 132 | 185 | 96 | 67 | 41 | outrageous
898 | 107 | 161 | 11 | 59 | 32 | expensive
734 | 102 | 2 | 97 | 67 | 44 | expensive
661 | 116 | 25 | 74 | 67 | 35 | outrageous
71 | 73 | 2 | 95 | 24 | 22 | outrageous
494 | 97 | 2 | 20 | 67 | 9 | cheap
159 | 91 | 162 | 79 | 67 | 37 | outrageous
500 | 94 | 2 | 29 | 67 | 40 | cheap
781 | 108 | 200 | 50 | 67 | 44 | outrageous
420 | 120 | 130 | 70 | 67 | 2 | expensive
149 | 103 | 2 | 23 | 67 | 2 | cheap
705 | 123 | 2 | 1 | 49 | 2 | expensive
950 | 98 | 2 | 7 | 67 | 29 | outrageous
242 | 126 | 2 | 44 | 8 | 3 | outrageous
510 | 87 | 47 | 38 | 89 | 4 | cheap
205 | 119 | 155 | 26 | 88 | 1 | outrageous
756 | 93 | 33 | 91 | 67 | 42 | outrageous
800 | 67 | 2 | 84 | 67 | 1 | outrageous
837 | 109 | 189 | 38 | 67 | 8 | outrageous
856 | 81 | 2 | 25 | 67 | 10 | expensive
844 | 133 | 74 | 32 | 67 | 32 | moderate
975 | 7 | 167 | 19 | 63 | 9 | outrageous
436 | 96 | 2 | 18 | 67 | 3 | outrageous
367 | 85 | 2 | 71 | 46 | 8 | cheap
722 | 125 | 103 | 80 | 42 | 16 | outrageous
730 | 67 | 51 | 24 | 67 | 13 | outrageous
171 | 115 | 2 | 80 | 67 | 18 | outrageous
641 | 111 | 2 | 10 | 67 | 34 | outrageous
42 | 98 | 2 | 32 | 67 | 30 | outrageous
740 | 96 | 73 | 95 | 67 | 8 | outrageous
483 | 31 | 2 | 24 | 59 | 17 | outrageous
197 | 97 | 81 | 13 | 67 | 40 | cheap
811 | 119 | 59 | 36 | 67 | 25 | cheap
592 | 116 | 2 | 86 | 67 | 43 | outrageous
983 | 88 | 106 | 21 | 67 | 50 | moderate
380 | 130 | 157 | 52 | 50 | 24 | outrageous
148 | 81 | 77 | 96 | 6 | 4 | outrageous
599 | 67 | 2 | 75 | 67 | 27 | outrageous
464 | 83 | 2 | 15 | 67 | 10 | cheap
280 | 85 | 127 | 75 | 67 | 43 | outrageous
746 | 136 | 2 | 61 | 57 | 7 | cheap
698 | 121 | 185 | 62 | 5 | 8 | supercheap
986 | 113 | 59 | 19 | 3 | 28 | outrageous
735 | 84 | 65 | 89 | 67 | 1 | outrageous
249 | 114 | 2 | 21 | 67 | 26 | outrageous
742 | 79 | 2 | 7 | 87 | 29 | expensive
428 | 114 | 51 | 29 | 42 | 15 | outrageous
76 | 70 | 2 | 77 | 67 | 41 | expensive
124 | 84 | 2 | 92 | 67 | 10 | outrageous
787 | 69 | 142 | 2 | 67 | 14 | cheap
755 | 100 | 174 | 89 | 85 | 37 | outrageous
139 | 115 | 97 | 34 | 67 | 17 | expensive
810 | 96 | 149 | 88 | 67 | 31 | outrageous
994 | 88 | 59 | 32 | 67 | 23 | outrageous
681 | 82 | 59 | 21 | 67 | 27 | outrageous
301 | 88 | 2 | 2 | 67 | 24 | outrageous
433 | 105 | 2 | 100 | 67 | 6 | moderate
595 | 111 | 2 | 33 | 67 | 16 | outrageous
194 | 99 | 130 | 29 | 67 | 4 | outrageous
606 | 90 | 2 | 8 | 67 | 15 | supercheap
79 | 107 | 170 | 69 | 49 | 13 | outrageous
919 | 86 | 59 | 21 | 67 | 7 | outrageous
552 | 122 | 2 | 88 | 67 | 21 | outrageous
408 | 88 | 69 | 23 | 67 | 29 | expensive
18 | 62 | 76 | 8 | 61 | 38 | cheap
290 | 84 | 74 | 30 | 67 | 41 | supercheap
907 | 87 | 2 | 79 | 67 | 47 | expensive
758 | 62 | 59 | 99 | 67 | 35 | outrageous
744 | 95 | 118 | 58 | 67 | 4 | supercheap
716 | 92 | 56 | 72 | 91 | 39 | outrageous
99 | 114 | 52 | 31 | 67 | 40 | outrageous
69 | 73 | 2 | 60 | 67 | 34 | outrageous
322 | 98 | 2 | 26 | 67 | 47 | expensive
448 | 4 | 2 | 39 | 67 | 22 | outrageous
819 | 95 | 25 | 1 | 7 | 1 | outrageous
695 | 119 | 2 | 13 | 67 | 18 | supercheap
307 | 130 | 25 | 37 | 76 | 16 | outrageous
119 | 95 | 51 | 76 | 67 | 8 | expensive
751 | 83 | 25 | 82 | 96 | 27 | outrageous
557 | 94 | 2 | 84 | 67 | 10 | cheap
816 | 108 | 2 | 34 | 83 | 18 | expensive
13 | 86 | 2 | 35 | 67 | 7 | outrageous
943 | 30 | 198 | 12 | 67 | 20 | outrageous
808 | 74 | 25 | 2 | 61 | 34 | outrageous
258 | 108 | 2 | 66 | 67 | 33 | outrageous
302 | 102 | 2 | 24 | 67 | 16 | expensive
195 | 83 | 80 | 41 | 67 | 15 | outrageous
354 | 110 | 88 | 9 | 64 | 5 | outrageous
440 | 136 | 2 | 72 | 67 | 23 | expensive
955 | 124 | 2 | 54 | 82 | 36 | expensive
582 | 172 | 56 | 66 | 80 | 42 | outrageous
198 | 107 | 42 | 58 | 67 | 33 | cheap
903 | 108 | 155 | 89 | 99 | 12 | outrageous
779 | 113 | 191 | 21 | 84 | 21 | moderate
34 | 118 | 2 | 97 | 67 | 38 | supercheap
431 | 65 | 181 | 84 | 3 | 12 | moderate
691 | 118 | 2 | 5 | 67 | 19 | outrageous
140 | 86 | 2 | 63 | 49 | 27 | outrageous
565 | 85 | 195 | 30 | 67 | 2 | outrageous
180 | 95 | 2 | 56 | 67 | 15 | outrageous
795 | 107 | 2 | 84 | 67 | 18 | outrageous
850 | 110 | 130 | 50 | 67 | 21 | outrageous
63 | 86 | 2 | 18 | 100 | 11 | outrageous
211 | 94 | 138 | 53 | 87 | 26 | outrageous
719 | 91 | 2 | 20 | 67 | 43 | outrageous
613 | 95 | 185 | 57 | 67 | 16 | outrageous
763 | 137 | 2 | 5 | 46 | 26 | outrageous
29 | 121 | 47 | 71 | 67 | 30 | expensive
91 | 98 | 2 | 19 | 67 | 9 | outrageous
482 | 139 | 174 | 40 | 87 | 24 | outrageous
304 | 106 | 195 | 97 | 67 | 49 | supercheap
644 | 95 | 22 | 73 | 67 | 43 | outrageous
373 | 93 | 130 | 7 | 87 | 16 | outrageous
342 | 143 | 130 | 97 | 49 | 28 | outrageous
895 | 114 | 2 | 25 | 80 | 29 | outrageous
262 | 97 | 2 | 30 | 3 | 3 | outrageous
43 | 116 | 179 | 54 | 87 | 5 | outrageous
881 | 126 | 50 | 89 | 92 | 12 | outrageous
827 | 117 | 56 | 96 | 67 | 16 | outrageous
324 | 108 | 2 | 79 | 67 | 31 | outrageous
1000 | 66 | 2 | 41 | 67 | 25 | outrageous
512 | 118 | 2 | 83 | 46 | 2 | cheap
906 | 93 | 130 | 28 | 99 | 20 | moderate
202 | 87 | 2 | 22 | 67 | 30 | outrageous
530 | 110 | 182 | 33 | 67 | 11 | moderate
900 | 117 | 2 | 79 | 95 | 37 | outrageous
809 | 74 | 2 | 86 | 67 | 47 | expensive
135 | 115 | 25 | 51 | 69 | 20 | expensive
774 | 109 | 4 | 61 | 67 | 24 | outrageous
488 | 93 | 17 | 75 | 67 | 37 | cheap
150 | 61 | 185 | 24 | 67 | 40 | outrageous
524 | 117 | 130 | 39 | 67 | 46 | expensive
9 | 77 | 59 | 40 | 67 | 20 | outrageous
917 | 104 | 2 | 58 | 71 | 39 | outrageous
643 | 138 | 121 | 87 | 67 | 19 | outrageous
882 | 90 | 21 | 100 | 67 | 32 | outrageous
89 | 95 | 2 | 26 | 49 | 3 | outrageous
706 | 114 | 5 | 5 | 67 | 19 | outrageous
954 | 120 | 47 | 76 | 67 | 39 | cheap
993 | 133 | 2 | 76 | 67 | 44 | outrageous
138 | 98 | 59 | 3 | 51 | 2 | outrageous
289 | 16 | 2 | 95 | 92 | 2 | cheap
445 | 81 | 175 | 51 | 61 | 25 | outrageous
432 | 108 | 2 | 72 | 67 | 40 | moderate
145 | 105 | 159 | 6 | 67 | 40 | moderate
118 | 113 | 2 | 58 | 67 | 24 | supercheap
848 | 119 | 93 | 12 | 61 | 3 | expensive
65 | 99 | 2 | 7 | 67 | 33 | expensive
938 | 62 | 2 | 74 | 67 | 35 | supercheap
522 | 94 | 2 | 88 | 55 | 14 | expensive
629 | 134 | 59 | 13 | 98 | 43 | cheap
771 | 90 | 156 | 38 | 67 | 19 | expensive
328 | 107 | 2 | 42 | 66 | 20 | supercheap
127 | 138 | 2 | 68 | 67 | 13 | outrageous
858 | 81 | 6 | 22 | 76 | 41 | expensive
841 | 132 | 51 | 57 | 66 | 49 | outrageous
697 | 91 | 2 | 24 | 67 | 41 | outrageous
31 | 94 | 126 | 78 | 67 | 50 | outrageous
574 | 133 | 197 | 46 | 67 | 28 | outrageous
854 | 89 | 2 | 73 | 62 | 33 | outrageous
876 | 91 | 80 | 40 | 67 | 50 | supercheap
508 | 119 | 59 | 56 | 67 | 25 | outrageous
671 | 100 | 130 | 38 | 67 | 33 | cheap
662 | 112 | 16 | 27 | 67 | 1 | outrageous
985 | 105 | 2 | 5 | 69 | 22 | moderate
701 | 119 | 2 | 72 | 87 | 13 | moderate
964 | 72 | 2 | 25 | 67 | 5 | expensive
723 | 139 | 102 | 90 | 67 | 25 | outrageous
177 | 99 | 59 | 14 | 3 | 15 | outrageous
491 | 81 | 2 | 21 | 61 | 25 | outrageous
753 | 117 | 22 | 50 | 87 | 1 | outrageous
538 | 100 | 85 | 31 | 53 | 36 | outrageous
375 | 105 | 185 | 37 | 46 | 22 | outrageous
461 | 99 | 59 | 3 | 67 | 4 | expensive
378 | 116 | 2 | 93 | 12 | 7 | cheap
266 | 127 | 152 | 61 | 92 | 16 | moderate
162 | 68 | 155 | 43 | 67 | 45 | expensive
64 | 71 | 194 | 20 | 49 | 12 | outrageous
946 | 126 | 2 | 44 | 61 | 47 | outrageous
104 | 73 | 2 | 84 | 67 | 38 | outrageous
544 | 95 | 2 | 3 | 67 | 18 | expensive
908 | 72 | 187 | 38 | 67 | 11 | outrageous
239 | 110 | 118 | 82 | 30 | 21 | outrageous
659 | 92 | 59 | 65 | 67 | 45 | outrageous
490 | 129 | 119 | 95 | 67 | 38 | outrageous
57 | 95 | 25 | 1 | 78 | 24 | outrageous
940 | 62 | 2 | 90 | 67 | 39 | outrageous
457 | 107 | 2 | 10 | 67 | 7 | moderate
106 | 61 | 2 | 2 | 67 | 49 | outrageous
435 | 105 | 161 | 92 | 67 | 43 | expensive
153 | 81 | 2 | 83 | 67 | 46 | supercheap
772 | 92 | 59 | 63 | 67 | 14 | outrageous
396 | 81 | 2 | 49 | 67 | 49 | outrageous
273 | 108 | 2 | 10 | 67 | 19 | moderate
329 | 110 | 174 | 37 | 67 | 7 | outrageous
999 | 140 | 2 | 96 | 91 | 27 | outrageous
133 | 136 | 110 | 83 | 67 | 39 | moderate
616 | 64 | 2 | 7 | 67 | 43 | supercheap
717 | 120 | 60 | 33 | 67 | 15 | outrageous
532 | 121 | 2 | 30 | 67 | 19 | outrageous
268 | 90 | 42 | 16 | 11 | 14 | expensive
880 | 120 | 2 | 88 | 53 | 8 | moderate
872 | 115 | 2 | 91 | 67 | 6 | outrageous
240 | 88 | 59 | 96 | 67 | 25 | outrageous
807 | 105 | 9 | 99 | 98 | 1 | outrageous
656 | 104 | 2 | 36 | 67 | 32 | outrageous
456 | 118 | 2 | 53 | 67 | 35 | moderate
932 | 135 | 2 | 66 | 67 | 23 | outrageous
813 | 96 | 53 | 83 | 84 | 35 | supercheap
487 | 67 | 184 | 2 | 6 | 14 | outrageous
921 | 105 | 66 | 79 | 67 | 5 | expensive
270 | 80 | 2 | 73 | 59 | 37 | outrageous
673 | 98 | 130 | 13 | 67 | 28 | expensive
688 | 67 | 2 | 23 | 67 | 48 | outrageous
282 | 89 | 2 | 57 | 50 | 5 | moderate
572 | 92 | 59 | 91 | 63 | 31 | cheap
689 | 92 | 61 | 75 | 84 | 20 | moderate
425 | 90 | 23 | 96 | 88 | 1 | outrageous
761 | 108 | 2 | 19 | 41 | 2 | outrageous
526 | 110 | 2 | 23 | 67 | 31 | outrageous
738 | 108 | 59 | 84 | 61 | 27 | outrageous
188 | 113 | 25 | 97 | 13 | 16 | outrageous
460 | 130 | 2 | 24 | 53 | 14 | outrageous
129 | 82 | 183 | 78 | 67 | 12 | outrageous
930 | 132 | 2 | 62 | 67 | 28 | expensive
97 | 111 | 2 | 91 | 67 | 38 | outrageous
585 | 111 | 39 | 32 | 80 | 18 | moderate
292 | 96 | 123 | 79 | 69 | 16 | supercheap
158 | 108 | 191 | 46 | 61 | 3 | outrageous
383 | 86 | 1 | 77 | 67 | 9 | moderate
973 | 90 | 2 | 77 | 67 | 25 | outrageous
467 | 110 | 168 | 83 | 61 | 36 | outrageous
16 | 68 | 2 | 28 | 67 | 27 | outrageous
614 | 74 | 76 | 100 | 67 | 50 | moderate
131 | 101 | 2 | 5 | 67 | 31 | outrageous
355 | 88 | 184 | 20 | 67 | 6 | cheap
473 | 194 | 100 | 91 | 67 | 1 | outrageous
299 | 109 | 2 | 65 | 67 | 43 | outrageous
683 | 110 | 59 | 23 | 67 | 24 | outrageous
555 | 131 | 2 | 34 | 67 | 45 | expensive
702 | 73 | 85 | 42 | 67 | 33 | moderate
506 | 101 | 59 | 10 | 67 | 28 | outrageous
868 | 124 | 2 | 45 | 67 | 15 | outrageous
894 | 124 | 179 | 63 | 67 | 47 | outrageous
182 | 76 | 2 | 3 | 67 | 47 | moderate
547 | 80 | 24 | 92 | 67 | 4 | outrageous
357 | 115 | 2 | 2 | 84 | 15 | moderate
80 | 106 | 59 | 23 | 22 | 2 | supercheap
942 | 104 | 2 | 72 | 67 | 17 | supercheap
453 | 91 | 135 | 84 | 80 | 34 | outrageous
303 | 126 | 42 | 45 | 67 | 40 | expensive
571 | 107 | 54 | 57 | 67 | 4 | cheap
217 | 99 | 59 | 68 | 89 | 36 | outrageous
50 | 85 | 2 | 100 | 67 | 18 | outrageous
387 | 104 | 59 | 21 | 21 | 20 | expensive
890 | 102 | 2 | 50 | 67 | 3 | outrageous
384 | 45 | 169 | 28 | 67 | 33 | expensive
247 | 65 | 2 | 75 | 46 | 29 | expensive
284 | 119 | 193 | 65 | 100 | 47 | outrageous
8 | 99 | 187 | 85 | 67 | 18 | outrageous
935 | 91 | 103 | 5 | 67 | 50 | expensive
466 | 89 | 2 | 25 | 61 | 44 | outrageous
7 | 85 | 2 | 83 | 67 | 13 | outrageous
687 | 105 | 166 | 2 | 67 | 16 | expensive
184 | 114 | 2 | 98 | 8 | 12 | supercheap
331 | 32 | 2 | 40 | 56 | 5 | cheap
272 | 101 | 59 | 25 | 61 | 25 | outrageous
210 | 80 | 51 | 36 | 67 | 4 | outrageous
339 | 135 | 2 | 76 | 67 | 13 | cheap
887 | 120 | 2 | 62 | 67 | 29 | outrageous
174 | 90 | 185 | 43 | 67 | 49 | outrageous
534 | 119 | 161 | 25 | 87 | 32 | outrageous
404 | 80 | 70 | 77 | 63 | 20 | outrageous
246 | 97 | 2 | 47 | 61 | 50 | outrageous
594 | 98 | 178 | 93 | 67 | 45 | supercheap
451 | 123 | 158 | 60 | 67 | 12 | outrageous
426 | 120 | 59 | 52 | 67 | 27 | outrageous
237 | 132 | 2 | 29 | 49 | 17 | outrageous
486 | 104 | 18 | 51 | 67 | 5 | expensive
563 | 110 | 2 | 99 | 49 | 21 | supercheap
782 | 137 | 128 | 94 | 67 | 37 | outrageous
353 | 111 | 59 | 15 | 98 | 23 | outrageous
711 | 135 | 2 | 97 | 89 | 41 | outrageous
518 | 98 | 185 | 79 | 53 | 36 | outrageous
51 | 123 | 5 | 9 | 61 | 33 | expensive
554 | 71 | 59 | 86 | 67 | 26 | moderate
72 | 102 | 2 | 77 | 61 | 20 | outrageous
264 | 90 | 2 | 19 | 15 | 29 | expensive
991 | 12 | 124 | 73 | 80 | 13 | outrageous
793 | 138 | 97 | 72 | 55 | 11 | outrageous
889 | 77 | 2 | 44 | 67 | 16 | supercheap
160 | 65 | 2 | 60 | 12 | 5 | outrageous
306 | 127 | 110 | 15 | 67 | 50 | expensive
694 | 100 | 199 | 37 | 67 | 19 | outrageous
631 | 43 | 2 | 90 | 100 | 7 | supercheap
430 | 100 | 2 | 64 | 92 | 6 | outrageous
604 | 91 | 59 | 96 | 54 | 30 | outrageous
657 | 116 | 2 | 41 | 67 | 38 | expensive
502 | 92 | 185 | 31 | 67 | 40 | outrageous
611 | 68 | 163 | 85 | 67 | 14 | outrageous
59 | 113 | 5 | 43 | 67 | 3 | cheap
690 | 95 | 2 | 76 | 67 | 41 | outrageous
623 | 110 | 77 | 3 | 67 | 10 | cheap
463 | 97 | 59 | 78 | 67 | 31 | supercheap
997 | 89 | 2 | 100 | 88 | 37 | outrageous
209 | 97 | 2 | 86 | 67 | 39 | outrageous
588 | 118 | 119 | 79 | 46 | 15 | supercheap
519 | 116 | 2 | 63 | 55 | 19 | outrageous
832 | 107 | 185 | 60 | 6 | 8 | outrageous
915 | 97 | 110 | 18 | 67 | 8 | outrageous
899 | 57 | 118 | 70 | 100 | 30 | outrageous
645 | 108 | 2 | 13 | 67 | 14 | outrageous
630 | 94 | 51 | 29 | 61 | 29 | outrageous
972 | 107 | 21 | 14 | 27 | 5 | outrageous
647 | 117 | 130 | 66 | 71 | 8 | outrageous
225 | 98 | 2 | 55 | 67 | 1 | outrageous
385 | 106 | 195 | 22 | 46 | 13 | outrageous
783 | 86 | 180 | 29 | 67 | 46 | outrageous
790 | 73 | 24 | 71 | 67 | 40 | expensive
122 | 119 | 59 | 19 | 42 | 22 | expensive
206 | 102 | 161 | 60 | 61 | 37 | expensive
931 | 13 | 118 | 20 | 63 | 45 | supercheap
929 | 88 | 59 | 20 | 58 | 23 | outrageous
873 | 86 | 2 | 89 | 49 | 5 | supercheap
370 | 85 | 59 | 13 | 80 | 19 | outrageous

Time taken: 0.10890 s


saleid | qty | pricerange
36 | 15 | moderate
801 | 14 | outrageous
905 | 44 | outrageous
227 | 42 | supercheap
951 | 1 | outrageous
492 | 39 | outrageous
228 | 27 | outrageous
541 | 14 | expensive
350 | 17 | cheap
618 | 20 | outrageous
424 | 14 | outrageous
496 | 5 | supercheap
685 | 22 | outrageous
161 | 12 | moderate
699 | 25 | outrageous
472 | 43 | outrageous
193 | 16 | moderate
682 | 34 | outrageous
765 | 9 | expensive
871 | 25 | outrageous
521 | 45 | expensive
969 | 33 | outrageous
984 | 5 | moderate
452 | 11 | outrageous
358 | 47 | supercheap
187 | 40 | supercheap
642 | 25 | outrageous
852 | 47 | outrageous
352 | 37 | outrageous
309 | 2 | supercheap
189 | 39 | outrageous
545 | 25 | moderate
349 | 49 | expensive
25 | 2 | expensive
113 | 9 | supercheap
996 | 24 | outrageous
834 | 26 | outrageous
822 | 37 | outrageous
312 | 3 | outrageous
321 | 30 | outrageous
605 | 22 | outrageous
410 | 5 | cheap
933 | 37 | cheap
363 | 8 | outrageous
655 | 23 | outrageous
847 | 41 | outrageous
369 | 34 | moderate
639 | 10 | outrageous
345 | 36 | expensive
911 | 2 | outrageous
803 | 24 | supercheap
108 | 33 | outrageous
628 | 45 | cheap
256 | 42 | outrageous
81 | 35 | outrageous
223 | 23 | supercheap
583 | 30 | outrageous
305 | 46 | cheap
151 | 10 | cheap
804 | 11 | outrageous
829 | 43 | supercheap
146 | 21 | outrageous
590 | 43 | outrageous
556 | 25 | outrageous
230 | 41 | expensive
576 | 41 | expensive
458 | 24 | expensive
558 | 1 | moderate
536 | 15 | outrageous
542 | 4 | outrageous
417 | 40 | supercheap
229 | 38 | outrageous
382 | 26 | outrageous
325 | 47 | outrageous
244 | 27 | expensive
624 | 18 | outrageous
891 | 34 | outrageous
128 | 26 | expensive
446 | 50 | outrageous
295 | 34 | outrageous
203 | 3 | outrageous
769 | 26 | cheap
569 | 42 | outrageous
570 | 5 | outrageous
870 | 31 | outrageous
970 | 1 | outrageous
553 | 16 | outrageous
28 | 25 | outrageous
346 | 4 | cheap
945 | 2 | moderate
710 | 5 | outrageous
251 | 15 | moderate
450 | 19 | outrageous
732 | 20 | outrageous
55 | 14 | outrageous
675 | 38 | outrageous
745 | 11 | outrageous
515 | 8 | expensive
98 | 29 | outrageous
620 | 36 | expensive
778 | 17 | supercheap
820 | 9 | outrageous
747 | 3 | outrageous
142 | 26 | outrageous
32 | 47 | outrageous
845 | 2 | outrageous
286 | 38 | outrageous
796 | 30 | outrageous
843 | 5 | outrageous
137 | 18 | moderate
692 | 20 | outrageous
633 | 24 | outrageous
893 | 27 | outrageous
222 | 11 | expensive
936 | 8 | outrageous
154 | 2 | outrageous
477 | 28 | moderate
37 | 12 | cheap
909 | 7 | outrageous
568 | 20 | outrageous
14 | 24 | outrageous
120 | 27 | outrageous
226 | 8 | outrageous
199 | 11 | outrageous
152 | 18 | moderate
584 | 38 | outrageous
469 | 38 | outrageous
393 | 28 | moderate
24 | 24 | outrageous
817 | 11 | outrageous
517 | 1 | outrageous
204 | 15 | expensive
263 | 9 | outrageous
415 | 2 | cheap
70 | 45 | supercheap
729 | 48 | outrageous
497 | 18 | moderate
26 | 22 | outrageous
61 | 2 | outrageous
564 | 25 | outrageous
255 | 49 | outrageous
49 | 22 | expensive
670 | 25 | expensive
888 | 19 | expensive
602 | 27 | outrageous
356 | 37 | outrageous
344 | 40 | outrageous
319 | 21 | outrageous
966 | 45 | outrageous
713 | 14 | outrageous
332 | 1 | outrageous
672 | 4 | moderate
523 | 9 | moderate
163 | 24 | outrageous
443 | 49 | outrageous
285 | 18 | outrageous
484 | 33 | supercheap
825 | 24 | outrageous
90 | 8 | outrageous
253 | 39 | outrageous
988 | 22 | outrageous
667 | 26 | outrageous
181 | 49 | outrageous
840 | 23 | cheap
147 | 11 | outrageous
566 | 41 | outrageous
67 | 31 | outrageous
627 | 44 | supercheap
58 | 1 | outrageous
56 | 40 | outrageous
916 | 11 | outrageous
316 | 12 | outrageous
797 | 23 | outrageous
213 | 5 | expensive
422 | 26 | expensive
851 | 19 | outrageous
976 | 3 | outrageous
802 | 50 | outrageous
103 | 40 | outrageous
474 | 7 | outrageous
520 | 19 | moderate
427 | 5 | outrageous
107 | 1 | supercheap
5 | 12 | outrageous
241 | 50 | supercheap
821 | 39 | moderate
714 | 9 | outrageous
74 | 1 | outrageous
134 | 49 | outrageous
21 | 13 | outrageous
700 | 23 | outrageous
215 | 49 | outrageous
788 | 12 | outrageous
805 | 48 | outrageous
686 | 49 | outrageous
371 | 7 | outrageous
442 | 49 | outrageous
835 | 33 | supercheap
815 | 23 | supercheap
766 | 35 | outrageous
960 | 9 | outrageous
609 | 21 | supercheap
340 | 23 | moderate
75 | 1 | expensive
360 | 6 | outrageous
540 | 47 | outrageous
957 | 38 | outrageous
192 | 14 | expensive
4 | 6 | outrageous
849 | 48 | outrageous
238 | 48 | outrageous
904 | 1 | outrageous
736 | 37 | outrageous
33 | 30 | outrageous
762 | 25 | outrageous
366 | 23 | supercheap
267 | 38 | outrageous
886 | 24 | outrageous
47 | 32 | expensive
20 | 30 | outrageous
863 | 10 | expensive
597 | 23 | outrageous
949 | 17 | outrageous
721 | 5 | outrageous
35 | 10 | moderate
860 | 15 | supercheap
362 | 22 | cheap
799 | 48 | outrageous
575 | 21 | outrageous
471 | 21 | outrageous
516 | 33 | outrageous
551 | 47 | outrageous
777 | 45 | expensive
376 | 28 | outrageous
501 | 2 | outrageous
632 | 10 | outrageous
438 | 10 | outrageous
715 | 9 | outrageous
413 | 15 | expensive
470 | 45 | outrageous
166 | 38 | expensive
414 | 33 | outrageous
276 | 4 | outrageous
78 | 47 | expensive
